company_id,company,year,report_period,indicator_id,indicator_name,indicator_standard_name,indicator_value,unit,business_scope,business_type,source_file,source_page,source_chunk_id,source_text,extraction_time,confidence_score,review_status
,平安,2025,2025Q2,B009,市场份额,市场份额,27.6,%,新能源车险,,中国平安_2025_Q2_A股_chunks.json,,pingan_2025_q2_a_151,2025年上半年，实现承保新能源车575万辆，同比增长49.3%，新能源车险原保险保费收入217亿元，同比增长46.2%，市场份额27.6%,2026-08-11,80,待审核
,平安,2025,2025Q2,B012,非车保险服务收入,非车保险服务收入,53195,百万元,财产保险业务-非机动车辆保险,非车险,中国平安_2025_Q2_A股_chunks.json,,,"表格2 (table_031): 截至6月30日止6个月 (人民币百万元) | 保险服务收入 其中：车险 | 165,661 | 161,910 | 2.3 | 112,466 | 108,390 | 3.8 | 非机动车辆保险 | 53,195 | 53,520 | (0.6)",2026-08-11,0.95,待审核
,平安,2025,2025Q2,R001,核心偿付能力充足率,核心偿付能力充足率,179.6,%,财产保险业务（平安产险）,,中国平安_2025_Q2_A股_chunks.json,,,"截至2025年6月30日，平安产险的核心偿付能力充足率为179.6%（表格1：核心资本124,679百万元/最低资本69,425百万元）。",2026-08-11,95,待审核
,平安,2025,2025Q2,R002,综合偿付能力充足率,综合偿付能力充足率,215.9,%,财产保险业务（平安产险）,,中国平安_2025_Q2_A股_chunks.json,,,截至2025年6月30日，平安产险的综合偿付能力充足率为215.9%（表格1，table_034）。,2026-08-11,95,待审核
,平安,2025,2025Q2,A001,总资产,总资产,13509559,百万元,集团,,中国平安_2025_Q2_A股_chunks.json,,,"中期合并资产负债表，2025年6月30日，资产总计13,509,559百万元",2026-08-11,95,待审核
,平安,2025,2025Q2,A002,投资资产,投资资产,6202475,百万元,集团合并口径（含寿险及健康险、财产保险）,,中国平安_2025_Q2_A股_chunks.json,,,"2025年6月30日投资资产合计6,202,475百万元（表格table_040）",2026-08-11,90,待审核
,平安,2025,2025Q2,A003,保险合同负债,保险合同负债,287914,百万元,财产保险业务,,中国平安_2025_Q2_A股_chunks.json,,,"候选2表格2：截至2025年6月30日，保险合同负债287,914百万元（人民币百万元）。",2026-08-11,0.95,待审核
,平安,2025,2025Q2,A004,未决赔款准备金,未决赔款准备金,234154,百万元,本集团（含平安产险等）,,中国平安_2025_Q2_A股_chunks.json,,,"中国平安2025年中期简要财务报表附注，保险合同负债表中'已发生赔款负债'于2025年6月30日金额为234,154（百万元）。",2026-08-11,0.85,待审核
,平安,2025,2025Q2,A005,未到期责任准备金,未到期责任准备金,5099472,百万元,本集团（中国平安集团）,,中国平安_2025_Q2_A股_chunks.json,,,"中期简要财务报表附注，保险合同负债，未到期责任负债：2025年6月30日 5,099,472（百万元）",2026-08-11,0.9,待审核
,太保,2025,2025Q4,F001,净利润,净利润,9864,百万元,太保产险（财产保险业务）,,中国太保_2025_Q4_A股_chunks.json,,taibao_2025_q4_a_008,综合上述原因，2025 年太保产险实现净利润 98.64 亿元，同比增长 33.7%。,2026-08-13,100,待审核
,太保,2025,2025Q4,F002,承保利润,承保利润,4836,百万元,太保产险（财产保险业务）,,中国太保_2025_Q4_A股_chunks.json,,taibao_2025_q4_a_008,"2025年，太保产险实现原保险保费收入2,014.99亿元，同比增长0.1%，保险服务收入1,971.91亿元，同比增长3.0%。实现承保利润48.36亿元，同比增长81.0%。",2026-08-13,95,待审核
,太保,2025,2025Q4,F003,保险服务收入,保险服务收入,197191,百万元,太保产险（财产保险业务）,,中国太保_2025_Q4_A股_chunks.json,,taibao_2025_q4_a_008,"2025 年，太保产险实现原保险保费收入 2,014.99 亿元，同比增长0.1%，保险服务收入1,971.91亿元，同比增长3.0%。",2026-08-13,100,待审核
,太保,2025,2025Q4,F004,保险服务费用,保险服务费用,189681,百万元,太保产险（财产保险业务）,,中国太保_2025_Q4_A股_chunks.json,,,"2025年保险服务费用1,896.81亿元，同比增长2.7%。其中机动车辆保险服务费用1,036.33亿元，非机动车辆保险服务费用860.48亿元。表格7显示保险服务费用189,681百万元。",2026-08-13,95,待审核
,太保,2025,2025Q4,F005,投资收益,投资收益,8765,百万元,财产保险业务（太保产险）,,中国太保_2025_Q4_A股_chunks.json,,taibao_2025_q4_a_008,太保产险持续加大委托投资能力建设，优化权益投资策略，提高债券市场的机会把握能力，2025 年总投资收益 87.65 亿元，同比增长 16.0%，主要由于公允价值变动收益和已实现收益同比增长。,2026-08-13,90,待审核
,太保,2025,2025Q4,F006,综合成本率,综合成本率,97.6,%,财产险业务（含太保产险、太平洋安信农险及太保香港）,,中国太保_2025_Q4_A股_chunks.json,,,财产险业务注5 承保盈利有效改善，保费收入保持平稳：承保综合成本率 97.6%，同比下降 1.0 个百分点。,2026-08-13,90,待审核
,太保,2025,2025Q4,F007,综合赔付率,综合赔付率,70.4,%,太保产险（财产保险业务）,,中国太保_2025_Q4_A股_chunks.json,,taibao_2025_q4_a_008,"2025 年，太保产险实现原保险保费收入 2,014.99 亿元，同比增长0.1%，保险服务收入1,971.91亿元，同比增长3.0%。实现承保利润 48.36 亿元，同比增长 81.0%。承保综合成本率 97.5%，同比下降 1.1 个百分点，其中承保综合赔付率70.4%，同比下降 0.4 个百分点，承保综合费用率 27.1%，同比下降 0.7 个百分点。",2026-08-13,0.95,待审核
,太保,2025,2025Q4,F008,综合费用率,综合费用率,27.1,%,太保产险,,中国太保_2025_Q4_A股_chunks.json,,taibao_2025_q4_a_008,承保综合成本率 97.5%，同比下降 1.1 个百分点，其中承保综合赔付率70.4%，同比下降 0.4 个百分点，承保综合费用率 27.1%，同比下降 0.7 个百分点。,2026-08-13,95,待审核
,太保,2025,2025Q4,F009,车险综合成本率,车险综合成本率,95.6,%,太保产险-机动车辆险,车险,中国太保_2025_Q4_A股_chunks.json,,taibao_2025_q4_a_008,车险承保综合成本率 95.6%，同比下降 2.6 个百分点，承保利润水平实现近年最优。,2026-08-13,100,待审核
,太保,2025,2025Q4,F010,非车险综合成本率,非车险综合成本率,99.9,%,太保产险非机动车辆险（非车险）,非车险,中国太保_2025_Q4_A股_chunks.json,,taibao_2025_q4_a_008,非车险整体承保综合成本率 99.9%，同比上升 0.8 个百分点，剔除个人信用保证保险业务影响后，非车险承保综合成本率 97.0%，同比下降 2.1 个百分点。,2026-08-13,95,待审核
,太保,2025,2025Q4,B001,原保险保费收入,原保险保费收入,201499,百万元,太保产险（单体口径，不含太平洋安信农险、太保香港）,,中国太保_2025_Q4_A股_chunks.json,,taibao_2025_q4_a_008,"2025 年，太保产险实现原保险保费收入 2,014.99 亿元，同比增长0.1%",2026-08-13,95,待审核
,太保,2025,2025Q4,B002,车险保费收入,车险保费收入,110511,百万元,太保产险（财产保险业务）,车险,中国太保_2025_Q4_A股_chunks.json,,,"2025年，车险原保险保费收入1,105.11亿元，同比增长3.0%；表格1中机动车辆险原保险保费收入110,511百万元。",2026-08-13,95,待审核
,太保,2025,2025Q4,B003,非车险保费收入,非车险保费收入,90988,百万元,太保产险（母公司口径）,非车险,中国太保_2025_Q4_A股_chunks.json,,,"2025年，太保产险非车险原保险保费收入909.88亿元，同比下降3.1%。表格1中'非机动车辆险'2025年数值为90,988百万元。",2026-08-13,95,待审核
,太保,2025,2025Q4,B004,非车非保证险保费,非车非保证险保费,92679,百万元,太保产险,非车险,中国太保_2025_Q4_A股_chunks.json,,,"非机动车辆险原保险保费收入90,988百万元，其中个人信用保证保险原保险保费收入-1,691百万元。非车非保证险保费=90,988-(-1,691)=92,679百万元。",2026-08-13,95,待审核
,太保,2025,2025Q4,B005,农业保险保费,农业保险保费,19939,百万元,太保产险（财产保险业务）,农业险,中国太保_2025_Q4_A股_chunks.json,,,"2025年农业险原保险保费收入19,939百万元（表格1：农业险 19,939）",2026-08-13,95,待审核
,太保,2025,2025Q4,B006,健康险保费,健康险保费,20298,百万元,太保产险（财产保险业务）,健康险,中国太保_2025_Q4_A股_chunks.json,,taibao_2025_q4_a_008,2025年健康险业务原保险保费收入202.98亿元，同比基本持平；承保综合成本率95.0%，同比下降9.3个百分点。,2026-08-13,95,待审核
,太保,2025,2025Q4,B007,车险业务占比,车险业务占比,54.84,%,太保产险,车险,中国太保_2025_Q4_A股_chunks.json,,,"根据表格1，2025年太保产险原保险保费收入201,499百万元，其中机动车辆险原保险保费收入110,511百万元。车险业务占比 = 110,511 / 201,499 = 54.84%。",2026-08-13,0.98,待审核
,太保,2025,2025Q4,B009,市场份额,市场份额,,%,,,中国太保_2025_Q4_A股_chunks.json,,,,2026-08-13,0,待审核
,太保,2025,2025Q4,B010,保费增长率,保费增长率,,%,,,中国太保_2025_Q4_A股_chunks.json,,,,2026-08-13,0,待审核
,太保,2025,2025Q4,B011,车险保险服务收入,车险保险服务收入,109659,百万元,太保产险,车险,中国太保_2025_Q4_A股_chunks.json,,taibao_2025_q4_a_008,"保险服务收入。2025 年保险服务收入 1,971.91 亿元，同比增长 3.0%，主要因整体业务规模增长等影响。其中机动车辆保险服务收入 1,096.59 亿元，同比增长 3.1%，非机动车辆保险服务收入 875.32 亿元，同比增长 2.9%。",2026-08-13,1,待审核
,太保,2025,2025Q4,B012,非车保险服务收入,非车保险服务收入,87532,百万元,太保产险（财产保险业务）,非车险,中国太保_2025_Q4_A股_chunks.json,,taibao_2025_q4_a_008,"2025年保险服务收入1,971.91亿元，同比增长3.0%，主要因整体业务规模增长等影响。其中机动车辆保险服务收入1,096.59亿元，同比增长3.1%，非机动车辆保险服务收入875.32亿元，同比增长2.9%。",2026-08-13,100,待审核
,太保,2025,2025Q4,R001,核心偿付能力充足率,核心偿付能力充足率,203,%,太保产险,,中国太保_2025_Q4_A股_chunks.json,,,表格5 (table_028)中，太保产险核心偿付能力充足率(%)为203。,2026-08-13,1,待审核
,太保,2025,2025Q4,R002,综合偿付能力充足率,综合偿付能力充足率,244,%,太保产险,,中国太保_2025_Q4_A股_chunks.json,,,表格5 (table_028)中，太保产险2025年12月31日综合偿付能力充足率(%)为244。,2026-08-13,1,待审核
,太保,2025,2025Q4,R003,风险综合评级,风险综合评级,,评级,,,中国太保_2025_Q4_A股_chunks.json,,taibao_2025_q4_a_024,集团偿付能力始终处于监管充分标准以上，保险子公司风险综合评级结果持续行业领先。,2026-08-13,0,待审核
,太保,2025,2025Q4,A001,总资产,总资产,251073,百万元,太保产险（财产保险业务）,,中国太保_2025_Q4_A股_chunks.json,,,"候选2表格7（table_030）中，中国太平洋财产保险股份有限公司的总资产为251,073（单位：人民币百万元）。",2026-08-13,95,待审核
,太保,2025,2025Q4,A002,投资资产,投资资产,3039987,百万元,集团合并口径,,中国太保_2025_Q4_A股_chunks.json,,,"候选3：集团投资资产 3,039,987 百万元（表格table_019）",2026-08-13,95,待审核
,太保,2025,2025Q4,A003,保险合同负债,保险合同负债,2466607,百万元,集团合并口径,,中国太保_2025_Q4_A股_chunks.json,,,"表格6 (table_029): 保险合同负债合计 2025年12月31日为2,466,607（单位：人民币百万元）",2026-08-13,95,待审核
,太保,2025,2025Q4,A004,未决赔款准备金,未决赔款准备金,110044,百万元,集团合并口径（含太保产险、太保寿险等）,,中国太保_2025_Q4_A股_chunks.json,,,"表格6 (table_029)中'已发生赔款负债'2025年12月31日余额为110,044百万元。",2026-08-13,90,待审核
,太保,2025,2025Q4,A005,未到期责任准备金,未到期责任准备金,2356563,百万元,集团合并口径（含太保产险、太保寿险等所有保险子公司）,,中国太保_2025_Q4_A股_chunks.json,,,"表格6 (table_029)：未到期责任负债 2025年12月31日为2,356,563（单位：人民币百万元）",2026-08-13,80,待审核
,太平,2025,2025Q4,F001,净利润,净利润,,百万元,,,中国太平_2025_Q4_A股_chunks.json,,,,2026-08-13,0,待审核
,太平,2025,2025Q4,F002,承保利润,承保利润,,百万元,,,中国太平_2025_Q4_A股_chunks.json,,,,2026-08-13,0,待审核
,太平,2025,2025Q4,F003,保险服务收入,保险服务收入,,百万元,,,中国太平_2025_Q4_A股_chunks.json,,,,2026-08-13,0,待审核
,太平,2025,2025Q4,F004,保险服务费用,保险服务费用,,百万元,,,中国太平_2025_Q4_A股_chunks.json,,,,2026-08-13,0,待审核
,太平,2025,2025Q4,F005,投资收益,投资收益,,百万元,,,中国太平_2025_Q4_A股_chunks.json,,,,2026-08-13,0,待审核
,太平,2025,2025Q4,F006,综合成本率,综合成本率,,%,,,中国太平_2025_Q4_A股_chunks.json,,,,2026-08-13,0,待审核
,太平,2025,2025Q4,B001,原保险保费收入,原保险保费收入,,百万元,,,中国太平_2025_Q4_A股_chunks.json,,,,2026-08-13,0,待审核
,太平,2025,2025Q4,B003,非车险保费收入,非车险保费收入,,百万元,,非车险,中国太平_2025_Q4_A股_chunks.json,,,,2026-08-13,0,待审核
,太平,2025,2025Q4,B005,农业保险保费,农业保险保费,,百万元,,农业险,中国太平_2025_Q4_A股_chunks.json,,,,2026-08-13,0,待审核
,太平,2025,2025Q4,B011,车险保险服务收入,车险保险服务收入,,百万元,,车险,中国太平_2025_Q4_A股_chunks.json,,,,2026-08-13,0,待审核
,太平,2025,2025Q4,B012,非车保险服务收入,非车保险服务收入,,百万元,,非车险,中国太平_2025_Q4_A股_chunks.json,,,,2026-08-13,0,待审核
,太平,2025,2025Q4,R003,风险综合评级,风险综合评级,,评级,,,中国太平_2025_Q4_A股_chunks.json,,太平_2025_q4_a_032,太平人寿、太平财险、太平养老三家子公司在最近一期监管风险综合评级的结果分别为A、BBB、AA，整体风险管控能力较好。,2026-08-13,0,待审核
,太平,2025,2025Q4,A001,总资产,总资产,,百万元,,,中国太平_2025_Q4_A股_chunks.json,,,,2026-08-13,0,待审核
,人保,2024,2024Q4,F001,净利润,净利润,33190,百万元,人保财险,,中国人保_2024_Q4_A股_chunks.json,,,"2024年人保财险实现保险服务收入4,852.23亿元，同比增长6.1%...实现保险服务业绩143.80亿元，承保利润70.85亿元，净利润331.90亿元。",2026-08-13,95,待审核
,人保,2024,2024Q4,F002,承保利润,承保利润,7085,百万元,人保财险（财产保险业务）,,中国人保_2024_Q4_A股_chunks.json,,,"2024年人保财险实现保险服务收入4,852.23亿元...实现保险服务业绩143.80亿元，承保利润70.85亿元，净利润331.90亿元。表格：承保利润 7,085（2024年）",2026-08-13,100,待审核
,人保,2024,2024Q4,F003,保险服务收入,保险服务收入,485223,百万元,人保财险,,中国人保_2024_Q4_A股_chunks.json,,,"2024年，人保财险实现保险服务收入4,852.23亿元，同比增长6.1%……下表列明报告期内人保财险的承保利润情况：保险服务收入485,223百万元。",2026-08-13,100,待审核
,人保,2024,2024Q4,F004,保险服务费用,保险服务费用,465392,百万元,人保财险（财产保险业务）,,中国人保_2024_Q4_A股_chunks.json,,,"2024年人保财险保险服务费用为465,392百万元（表格1）。",2026-08-13,1,待审核
,人保,2024,2024Q4,F005,投资收益,投资收益,,百万元,,,中国人保_2024_Q4_A股_chunks.json,,,,2026-08-13,0,待审核
,人保,2024,2024Q4,F006,综合成本率,综合成本率,98.5,%,人保财险（财产保险业务）,,中国人保_2024_Q4_A股_chunks.json,,人保_2024_q4_a_002,2024年人保财险综合成本率为98.5%,2026-08-13,95,待审核
,人保,2024,2024Q4,F007,综合赔付率,综合赔付率,72.7,%,人保财险（财产保险业务）,,中国人保_2024_Q4_A股_chunks.json,,,2024年人保财险综合赔付率为72.7%，同比上升2.3个百分点。,2026-08-13,100,待审核
,人保,2024,2024Q4,F008,综合费用率,综合费用率,25.8,%,人保财险（财产保险业务）,,中国人保_2024_Q4_A股_chunks.json,,,2024年人保财险综合费用率25.8%，同比下降1.4个百分点。,2026-08-13,95,待审核
,人保,2024,2024Q4,F009,车险综合成本率,车险综合成本率,96.8,%,人保财险-机动车辆险,车险,中国人保_2024_Q4_A股_chunks.json,,,2024年人保财险机动车辆险综合成本率96.8%，同比下降0.1个百分点。,2026-08-13,95,待审核
,人保,2024,2024Q4,B001,原保险保费收入,原保险保费收入,538055,百万元,人保财险（财产保险业务）,,中国人保_2024_Q4_A股_chunks.json,,,"下表列明报告期内人保财险按险种列示的原保险保费收入：单位：百万元。表格中合计为538,055百万元。",2026-08-13,1,待审核
,人保,2024,2024Q4,B002,车险保费收入,车险保费收入,297394,百万元,人保财险,车险,中国人保_2024_Q4_A股_chunks.json,,,"候选2表格：机动车辆险2024年原保险保费收入297,394百万元",2026-08-13,1,待审核
,人保,2024,2024Q4,B003,非车险保费收入,非车险保费收入,240661,百万元,人保财险（财产保险业务）,非车险,中国人保_2024_Q4_A股_chunks.json,,,"根据候选3中人保财险按险种列示的原保险保费收入表（table_005），2024年合计原保险保费收入为538,055百万元，其中机动车辆险为297,394百万元。非车险保费收入=合计-机动车辆险=538,055-297,394=240,661百万元。",2026-08-13,0.95,待审核
,人保,2024,2024Q4,B005,农业保险保费,农业保险保费,54919,百万元,人保财险（财产保险业务）,农业险,中国人保_2024_Q4_A股_chunks.json,,,"候选2：表格1 (table_005)中，农险2024年原保险保费收入为54,919百万元。",2026-08-13,1,待审核
,人保,2024,2024Q4,B006,健康险保费,健康险保费,,百万元,,健康险,中国人保_2024_Q4_A股_chunks.json,,,,2026-08-13,0,待审核
,人保,2024,2024Q4,B009,市场份额,市场份额,31.8,%,财产保险,,中国人保_2024_Q4_A股_chunks.json,,人保_2024_q4_a_001,截至2024年12月31日，人保财险在财产保险市场份额为31.8%,2026-08-13,1,待审核
,人保,2024,2024Q4,B010,保费增长率,保费增长率,4.3,%,人保财险（财产保险业务）,,中国人保_2024_Q4_A股_chunks.json,,人保_2024_q4_a_001,"2024年，人保财险持续巩固核心主业作用，强化产品服务创新和渠道专业化建设，实现原保险保费收入5,380.55亿元，同比增长4.3%。",2026-08-13,1,待审核
,人保,2024,2024Q4,B011,车险保险服务收入,车险保险服务收入,294701,百万元,人保财险（财产保险业务）,车险,中国人保_2024_Q4_A股_chunks.json,,,"候选1表格2（table_004）中，机动车辆险保险服务收入为294,701百万元。候选3正文中提及'机动车辆险实现保险服务收入2,947.01亿元'，与表格数值一致（2,947.01亿元=294,701百万元）。",2026-08-13,100,待审核
,人保,2024,2024Q4,B012,非车保险服务收入,非车保险服务收入,190522,百万元,人保财险（财产保险业务）,非车险,中国人保_2024_Q4_A股_chunks.json,,,"非车险业务实现保险服务收入1,905.22亿元，同比增长8.8%，占整体保险服务收入比例为39.3%。1,905.22亿元 = 190,522百万元。",2026-08-13,95,待审核
,人保,2024,2024Q4,R001,核心偿付能力充足率,核心偿付能力充足率,211,%,人保财险,,中国人保_2024_Q4_A股_chunks.json,,,表格6 (table_029): 指标 | 本集团 | 人保财险 | 人保寿险 | 人保健康；核心偿付能力充足率(%) | 225 | 211 | 185 | 179,2026-08-13,0.95,待审核
,人保,2024,2024Q4,R002,综合偿付能力充足率,综合偿付能力充足率,233,%,人保财险,,中国人保_2024_Q4_A股_chunks.json,,,表格6 (table_029): 指标列示了本集团及主要子公司的偿付能力信息，其中人保财险的综合偿付能力充足率为233%。,2026-08-13,0.95,待审核
,人保,2024,2024Q4,R003,风险综合评级,风险综合评级,,评级,,,中国人保_2024_Q4_A股_chunks.json,,,,2026-08-13,0,待审核
,人保,2024,2024Q4,A001,总资产,总资产,,百万元,,,中国人保_2024_Q4_A股_chunks.json,,,,2026-08-13,0,待审核
,人保,2024,2024Q4,A002,投资资产,投资资产,,百万元,,,中国人保_2024_Q4_A股_chunks.json,,,,2026-08-13,0,待审核
,人保,2024,2024Q4,A003,保险合同负债,保险合同负债,348680,百万元,人保财险（财产保险业务）,,中国人保_2024_Q4_A股_chunks.json,,,"候选2中表格2（table_008）：采用保费分配法计量的保险合同负债，2024年12月31日保险合同负债(资产)为348,680百万元。",2026-08-13,0.95,待审核
,人保,2024,2024Q4,A004,未决赔款准备金,未决赔款准备金,178022,百万元,人保财险,,中国人保_2024_Q4_A股_chunks.json,,,"候选1中，表格2（table_008）为“人保财险采用保费分配法计量的保险合同负债情况”，其中“已发生赔款负债”2024年12月31日金额为178,022百万元。该指标与“未决赔款准备金”含义一致。",2026-08-13,0.95,待审核
,人保,2024,2024Q4,A005,未到期责任准备金,未到期责任准备金,170658,百万元,人保财险,,中国人保_2024_Q4_A股_chunks.json,,,"人保财险采用保费分配法计量的保险合同负债情况表中，未到期责任负债2024年12月31日为170,658百万元。",2026-08-13,95,待审核
,人保,2025,2025Q2,F001,净利润,净利润,23455,百万元,人保财险,,中国人保_2025_Q2_A股_chunks.json,,人保_2025_q2_a_002,"2025年上半年，人保财险实现保险服务收入2,490.40亿元，同比增长5.6% ；原保险保费收入3,232.82亿元，占财产险市场份额33.5% ，继续保持行业领先 ；实现承保利润116.99亿元，净利润234.55亿元",2026-08-13,95,待审核
,人保,2025,2025Q2,F002,承保利润,承保利润,11699,百万元,人保财险,,中国人保_2025_Q2_A股_chunks.json,,,"2025年上半年，人保财险实现保险服务收入2,490.40亿元，同比增长5.6% ；原保险保费收入3,232.82亿元，占财产险市场份额33.5% ，继续保持行业领先 ；实现承保利润116.99亿元，净利润234.55亿元。表格中列示：承保利润 11,699 百万元。",2026-08-13,100,待审核
,人保,2025,2025Q2,F003,保险服务收入,保险服务收入,249040,百万元,人保财险,,中国人保_2025_Q2_A股_chunks.json,,,"2025年上半年，人保财险实现保险服务收入2,490.40亿元，同比增长5.6% ；原保险保费收入3,232.82亿元，占财产险市场份额33.5% ，继续保持行业领先 ；实现承保利润116.99亿元，净利润234.55亿元。",2026-08-13,100,待审核
,人保,2025,2025Q2,F004,保险服务费用,保险服务费用,227806,百万元,人保财险,,中国人保_2025_Q2_A股_chunks.json,,,"表格1 (table_003): 2025年1-6月保险服务费用 227,806 百万元",2026-08-13,0.95,待审核
,人保,2025,2025Q2,F005,投资收益,投资收益,,百万元,,,中国人保_2025_Q2_A股_chunks.json,,,,2026-08-13,0,待审核
,人保,2025,2025Q2,F006,综合成本率,综合成本率,95.3,%,人保财险,,中国人保_2025_Q2_A股_chunks.json,,,"2025年上半年，人保财险实现保险服务收入2,490.40亿元，同比增长5.6% ；原保险保费收入3,232.82亿元，占财产险市场份额33.5% ，继续保持行业领先 ；实现承保利润116.99亿元，净利润234.55亿元 ；今年上半年人保财险综合成本率为95.3% ，三年平均综合成本率5为97.6% ；今年上半年综合赔付率为",2026-08-13,1,待审核
,人保,2025,2025Q2,F007,综合赔付率,综合赔付率,72.3,%,人保财险,,中国人保_2025_Q2_A股_chunks.json,,,"2025年上半年，人保财险实现保险服务收入2,490.40亿元，同比增长5.6%...综合赔付率72.3%，同比上升1.6个百分点；综合费用率23.0%，同比下降3.1个百分点；综合成本率95.3%，同比下降1.5个百分点。",2026-08-13,0.95,待审核
,人保,2025,2025Q2,F008,综合费用率,综合费用率,23.0,%,人保财险,,中国人保_2025_Q2_A股_chunks.json,,,"2025年上半年，人保财险实现保险服务收入2,490.40亿元，同比增长5.6%...综合赔付率72.3%，同比上升1.6个百分点；综合费用率23.0%，同比下降3.1个百分点；综合成本率95.3%，同比下降1.5个百分点；净利润234.55亿元，同比增长34.4%。",2026-08-13,0.95,待审核
,人保,2025,2025Q2,F009,车险综合成本率,车险综合成本率,94.2,%,人保财险-机动车辆险,车险,中国人保_2025_Q2_A股_chunks.json,,人保_2025_q2_a_003,"人保财险持续优化业务结构，积极发展家自车业务，家自车业务占比73.4% ，同比提升1.0个百分点 ；加强渠道专业化建设，提高新车业务获取能力，稳定续保，做优转保，机动车辆险实现保险服务收入1,502.76亿元，同比增长3.5%。人保财险通过线上化、精准化的风控管理，开展风险减量服务，提升理赔风险识别能力，有效控制车险赔付成本，但受新能源汽车占比上升、人伤案量明显增长以及人伤赔偿标准、配件价格持续上涨等因素影响，机动车辆险综合赔付率73.1% ，同比上升1.9个百分点。人保财险积极发挥行业头雁作用，带头维护车险市场秩序，严格费用管控，机动车辆险综合费用率21.1% ，同比下降4.1个百分点 ；综合成本率94.2% ，同比下降2.2个百分点 ；实现承保利润87.26亿元，同比增长67.7%。",2026-08-13,100,待审核
,人保,2025,2025Q2,F010,非车险综合成本率,非车险综合成本率,97.0,%,人保财险,非车险,中国人保_2025_Q2_A股_chunks.json,,人保_2025_q2_a_001,非车险业务盈利能力逐步改善，综合成本率97.0% ，同比下降0.3个百分点,2026-08-13,0.95,待审核
,人保,2025,2025Q2,B001,原保险保费收入,原保险保费收入,323282,百万元,人保财险,,中国人保_2025_Q2_A股_chunks.json,,,"2025年上半年，人保财险实现保险服务收入2,490.40亿元，同比增长5.6% ；原保险保费收入3,232.82亿元，占财产险市场份额33.5% ，继续保持行业领先 ；实现承保利润116.99亿元，净利润234.55亿元 ；今年上半年人保财险综合成本率为95.3% ，三年平均综合成本率为97.6% ；今年上半年综合赔付率为",2026-08-13,1,待审核
,人保,2025,2025Q2,B002,车险保费收入,车险保费收入,144065,百万元,人保财险,车险,中国人保_2025_Q2_A股_chunks.json,,,"中国人保2025年半年报，按险种分析章节，表格中机动车辆险2025年1-6月原保险保费收入为144,065百万元。",2026-08-13,100,待审核
,人保,2025,2025Q2,B003,非车险保费收入,非车险保费收入,179217,百万元,人保财险,非车险,中国人保_2025_Q2_A股_chunks.json,,,"根据候选4中人保财险按险种列示的原保险保费收入表（table_005），非车险保费收入 = 原保险保费收入合计 - 机动车辆险保费收入 = 323,282 - 144,065 = 179,217 百万元。",2026-08-13,0.95,待审核
,人保,2025,2025Q2,B005,农业保险保费,农业保险保费,43790,百万元,人保财险（财产保险业务）,农业险,中国人保_2025_Q2_A股_chunks.json,,,"候选2表格：2025年1-6月农险原保险保费收入43,790百万元",2026-08-13,95,待审核
,人保,2025,2025Q2,B006,健康险保费,健康险保费,82614,百万元,人保财险（财产保险业务）,健康险,中国人保_2025_Q2_A股_chunks.json,,,"人保财险按险种列示的原保险保费收入中，意外伤害及健康险2025年1-6月金额为82,614百万元。",2026-08-13,0.9,待审核
,人保,2025,2025Q2,B007,车险业务占比,车险业务占比,,%,人保财险（财产保险业务）,车险,中国人保_2025_Q2_A股_chunks.json,,,"候选文本中仅提及机动车辆险保险服务收入1,502.76亿元，但未披露车险保费占总保费的比例，无法计算车险业务占比。",2026-08-13,0,待审核
,人保,2025,2025Q2,B009,市场份额,市场份额,33.5,%,人保财险,,中国人保_2025_Q2_A股_chunks.json,,人保_2025_q2_a_002,"2025年上半年，人保财险实现保险服务收入2,490.40亿元，同比增长5.6% ；原保险保费收入3,232.82亿元，占财产险市场份额33.5% ，继续保持行业领先",2026-08-13,100,待审核
,人保,2025,2025Q2,B010,保费增长率,保费增长率,3.6,%,人保财险（财产保险业务）,,中国人保_2025_Q2_A股_chunks.json,,人保_2025_q2_a_001,"人保财险持续巩固核心主业作用，坚持把体制机制创新作为重要驱动，有力塑造发展优势，2025年上半年，实现原保险保费收入3,232.82亿元，同比增长3.6%",2026-08-13,1,待审核
,人保,2025,2025Q2,B011,车险保险服务收入,车险保险服务收入,150276,百万元,人保财险（财产保险业务）,车险,中国人保_2025_Q2_A股_chunks.json,,,"2025年上半年，人保财险机动车辆险实现保险服务收入1,502.76亿元，同比增长3.5%。",2026-08-13,100,待审核
,人保,2025,2025Q2,B012,非车保险服务收入,非车保险服务收入,,百万元,,非车险,中国人保_2025_Q2_A股_chunks.json,,,,2026-08-13,0,待审核
,人保,2025,2025Q2,R001,核心偿付能力充足率,核心偿付能力充足率,213,%,人保财险,,中国人保_2025_Q2_A股_chunks.json,,,表格3 (table_029): 核心偿付能力充足率(%) 人保财险 213,2026-08-13,95,待审核
,人保,2025,2025Q2,R002,综合偿付能力充足率,综合偿付能力充足率,,%,,,中国人保_2025_Q2_A股_chunks.json,,,,2026-08-13,0,待审核
,人保,2025,2025Q2,R003,风险综合评级,风险综合评级,,评级,,,中国人保_2025_Q2_A股_chunks.json,,人保_2025_q2_a_013,2025年上半年，人保再保实现保险服务收入24.95亿元；实现净利润1.55亿元，同比增长4.0%；维持AA类风险综合评级，保持行业领先水平。,2026-08-13,0,待审核
